,AreaName,Price ($),lat,lng
1570,Midtown Toronto,599900,43.670319,-79.394432
1571,Wallace Emerson,315000,43.665203000000005,-79.447601
1572,Swansea,250000,43.636173,-79.47075699999999
1573,Swansea,345000,43.636292,-79.470467
1574,Downtown,899000,43.64613,-79.375778
1575,Parkwoods - Donalda,248800,43.752784999999996,-79.332695
1576,Islington - City Centre West,538000,43.638737,-79.535606
1577,Willowdale,698000,43.764441999999995,-79.408936
1578,Mimico,305000,43.622883,-79.481972
1579,Islington - City Centre West,549000,43.650017,-79.52639
1580,Humber Heights - Westmount,419900,43.684998,-79.515526
1581,Mimico,469980,43.622883,-79.481972
1582,Richview,479900,43.677921000000005,-79.556534
1583,Humber Heights - Westmount,889000,43.697753999999996,-79.524979
1584,Bridlewood,479999,43.793938,-79.318443
1585,Agincourt,272900,43.777565,-79.281006
1586,Agincourt,325800,43.778103,-79.281586
1587,Milliken,329900,43.824017,-79.2771
1588,Hillcrest Village,390000,43.802334,-79.353668
1589,Willowdale,529000,43.756294,-79.406532
1590,Willowdale,548800,43.756294,-79.406532
1591,Willowdale,599900,43.757233,-79.404686
1592,Willowdale,459990,43.756668,-79.407768
1593,Henry Farm,269900,43.775208,-79.336426
1594,Downtown,1349000,43.641346,-79.372421
1595,Flemingdon Park,248500,43.711658,-79.324539
1596,Don Valley Village,398000,43.793056,-79.35228000000001
1597,Flemingdon Park,314900,43.711529,-79.32289899999999
1598,Lawrence Heights,328888,43.714591999999996,-79.452911
1599,Toronto,589900,43.761299,-79.351776
1600,White Haven,308000,43.789639,-79.25361600000001
1601,Willowdale,568000,43.760135999999996,-79.40789000000001
1602,Little Portugal,929000,43.649033,-79.427734
1603,Woburn,349000,43.773827000000004,-79.250023
1604,Niagara,553000,43.638512,-79.400894
1605,Playter Estates,849000,43.678246,-79.359482
1606,Downsview,499900,43.726799,-79.52217900000001
1607,Kennedy Park,647000,43.723759,-79.270348
1608,Leslieville,779900,43.669174,-79.317986
1609,Dorset Park,190000,43.749035,-79.266685
1610,Kerr Village,298900,43.4473,-79.686401
1611,Richmond Hill,899900,43.926853,-79.457314
1612,Richmond Hill,785000,43.921238,-79.47440300000001
1613,Richmond Hill,1399900,43.907108,-79.452713
1614,Leslieville,1588888,43.664227000000004,-79.326431
1615,Mount Dennis,480000,43.690044,-79.49445300000001
1616,Richmond Hill,1249900,43.9533,-79.451813
1617,Lansing,558888,43.762423999999996,-79.41282700000001
1618,Malvern,499000,43.79504,-79.234375
1619,Bendale,589800,43.751591,-79.247688
1620,Cooksville,668888,43.573811,-79.632187
1621,Mississauga,849500,43.59832,-79.652847
1622,Malton,499000,43.724899,-79.63314799999999
1623,Downtown,499999,43.667976,-79.38855
1624,Mississauga,824900,43.626265999999994,-79.612144
1625,Milliken,849900,43.836948,-79.31193499999999
1626,Greensborough,659888,43.912575,-79.251564
1627,Markham,849999,43.895641,-79.220421
1628,Markham,818888,43.880863,-79.26268
1629,Markham,1599000,43.908122999999996,-79.375084
1630,Markham,789000,43.887714,-79.225792
1631,Berczy Village,1088000,43.890556,-79.293304
1632,Markham,485888,43.83746,-79.391228
1633,Vaughan,869000,43.888702,-79.515045
1634,Mount Dennis,350000,43.692898,-79.506203
1635,Unionville,315000,43.852051,-79.327446
1636,Mississauga,1028800,43.530021999999995,-79.67049399999999
1637,Mississauga,839900,43.622757,-79.645721
1638,Lakeview,699000,43.577740000000006,-79.56266
1639,Dixie,789000,43.607727000000004,-79.597633
1640,Mississauga,279900,43.587852000000005,-79.639847
1641,Woodbridge,156800,43.813351000000004,-79.61640899999999
1642,Markham,345000,43.889480999999996,-79.23281899999999
1643,Silverthorn,624880,43.681507,-79.465294
1644,Markham,218000,43.84972,-79.252274
1645,Markham,284800,43.895786,-79.373322
1646,Markham,1580000,43.857254,-79.236809
1647,Markham,309990,43.856827,-79.32450899999999
1648,Beechborough - Greenbrook,699000,43.696888,-79.476875
1649,Markham,749000,43.875607,-79.371246
1650,Markham,199000,43.876709000000005,-79.28582
1651,Markham,789000,43.909653000000006,-79.37755600000001
1652,Markham,355000,43.856804,-79.32527900000001
1653,Oakwood Village,1459000,43.680222,-79.44054399999999
1654,Milliken,338800,43.826415999999995,-79.29696700000001
1655,Milliken,1500000,43.834858000000004,-79.28263100000001
1656,Markham,1228000,43.886486,-79.267746
1657,Milliken,499900,43.833015,-79.31088299999999
1658,Markham,1449999,43.843796000000005,-79.249413
1659,Milliken,819990,43.842793,-79.28915400000001
1660,Markham,750000,43.829082,-79.355743
1661,Greensborough,1218000,43.905342,-79.256523
1662,Markham,899000,43.894753,-79.246605
1663,Markham,1299000,43.866039,-79.28360699999999
1664,Markham,1288000,43.848137,-79.248688
1665,Midtown Toronto,529000,43.68705,-79.433083
1666,Markham,899000,43.84383,-79.35530899999999
1667,Greensborough,259000,43.901676,-79.265297
1668,Maple,659900,43.871243,-79.52340699999999
1669,Maple,369900,43.833279,-79.531044
1670,Cooksville,219900,43.578373,-79.61945300000001
1671,Vaughan,150000,43.861626,-79.485191
1672,Maple,639900,43.831875,-79.532059
1673,Maple,329000,43.833121999999996,-79.531326
1674,Maple,799888,43.869675,-79.52106500000001
1675,Maple,839000,43.870773,-79.525414
1676,Markham,988000,43.894020000000005,-79.218468
1677,Markham,1199900,43.889393,-79.282372
1678,Markham,869000,43.848347,-79.255348
1679,Markham,778800,43.878685,-79.27131700000001
1680,Unionville,1280000,43.857727000000004,-79.300423
1681,Woodbridge,585000,43.782932,-79.571617
1682,Woodbridge,494900,43.773178,-79.606316
1683,Woodbridge,618888,43.78928,-79.599747
1684,Woodbridge,429000,43.776676,-79.605453
1685,Woodbridge,199000,43.784199,-79.554924
1686,Woodbridge,549000,43.778605999999996,-79.56926700000001
1687,Woodbridge,668800,43.794178,-79.552536
1688,Woodbridge,928800,43.826157,-79.62125400000001
1689,Woodbridge,328800,43.795265,-79.584862
1690,Woodbridge,1200000,43.786827,-79.599197
1691,Woodbridge,449000,43.769596,-79.55371099999999
1692,Woodbridge,495000,43.771126,-79.545273
1693,Woodbridge,1068888,43.825084999999994,-79.62240600000001
1694,Woodbridge,364800,43.776676,-79.605453
1695,Woodbridge,419000,43.78553,-79.590103
1696,Woodbridge,398500,43.783527,-79.576363
1697,Woodbridge,1390000,43.840763,-79.562454
1698,Woodbridge,369900,43.814854,-79.606888
1699,Woodbridge,349000,43.797302,-79.584053
1700,Woodbridge,599999,43.770179999999996,-79.5513
1701,Woodbridge,748800,43.781406,-79.581039
1702,Woodbridge,124900,43.828075,-79.54982
1703,Woodbridge,419900,43.778225,-79.597527
1704,Woodbridge,419900,43.778225,-79.597527
1705,Woodbridge,319900,43.776676,-79.605453
1706,Richmond Hill,1588000,43.851116,-79.44043
1707,Eringate - Centennial - West Deane,259000,43.639858000000004,-79.584564
1708,Etobicoke West Mall,288000,43.651909,-79.569687
1709,Midtown Toronto,799900,43.707485,-79.39328
1710,Bendale,805000,43.758404,-79.257812
1711,Niagara,475000,43.636345,-79.404808
1712,New Toronto,699000,43.604565,-79.518341
1713,Downtown,410000,43.66592,-79.386963
1714,Downtown,599900,43.659328,-79.382675
1715,Downtown,714900,43.647224,-79.391098
1716,Niagara,371999,43.637432000000004,-79.401039
1717,Little Italy,188000,43.658806,-79.422653
1718,Little Portugal,1495000,43.645592,-79.428123
1719,Downtown,1288000,43.659328,-79.382675
1720,Eglinton East,629900,43.742371,-79.245285
1721,The Beach,1099500,43.669734999999996,-79.30205500000001
1722,Downtown,539900,43.642872,-79.376221
1723,Downtown,350000,43.652531,-79.373039
1724,Downtown,329000,43.645984999999996,-79.389938
1725,Downtown,367500,43.645069,-79.390862
1726,Upper Beaches,549900,43.685767999999996,-79.291336
1727,Davenport,618900,43.670906,-79.449074
1728,Swansea,329900,43.636173,-79.47075699999999
1729,Downtown,1380000,43.662857,-79.376274
1730,Downtown,406000,43.645984999999996,-79.389938
1731,Downtown,479000,43.645573,-79.39899399999999
1732,Niagara,479000,43.637432000000004,-79.401039
1733,Downtown,169000,43.662125,-79.36685899999999
1734,Wallace Emerson,1075000,43.661148,-79.441711
1735,Downtown,385000,43.659824,-79.362724
1736,Riverside,1250000,43.66016,-79.35141800000001
1737,Downtown,568888,43.641346,-79.372421
1738,Downtown,729900,43.656361,-79.357277
1739,Swansea,989000,43.648193,-79.479431
1740,Little Portugal,949000,43.649033,-79.427734
1741,Niagara,545000,43.636963,-79.404671
1742,Downtown,469900,43.659824,-79.362724
1743,Midtown Toronto,424900,43.706425,-79.39222
1744,Swansea,499000,43.636173,-79.47075699999999
1745,Downtown,480000,43.645695,-79.376144
1746,Midtown Toronto,498000,43.675331,-79.397125
1747,Downtown,658000,43.656731,-79.383461
1748,Davisville,968000,43.705597,-79.397453
1749,Grange Park,325000,43.653053,-79.390884
1750,Niagara,319900,43.63665,-79.40570100000001
1751,Downtown,475000,43.667709,-79.386383
1752,Niagara,664900,43.643116,-79.405334
1753,Downtown,464900,43.641346,-79.372421
1754,Downtown,549900,43.638866,-79.398438
1755,Niagara,489900,43.636963,-79.404671
1756,Downtown,419900,43.647663,-79.390419
1757,The Beach,350000,43.670821999999994,-79.29759200000001
1758,Little Portugal,379000,43.642963,-79.428223
1759,Downtown,729000,43.669609,-79.384773
1760,East Danforth,569900,43.681171,-79.31703900000001
1761,West Hill,1238000,43.766975,-79.178986
1762,Willowdale,348800,43.761196000000005,-79.408951
1763,Newtonbrook,529000,43.780006,-79.450439
1764,Mimico,375000,43.62381,-79.488022
1765,Guildwood,715000,43.743652000000004,-79.20015
1766,Briar Hill,549000,43.702183000000005,-79.444046
1767,Toronto,1089000,43.6357,-79.495644
1768,Wilson Heights,284000,43.749321,-79.437149
1769,Willowdale,999000,43.775954999999996,-79.433769
1770,Bayview Village,298200,43.765289,-79.382339
1771,West Hill,599900,43.757496,-79.192497
1772,Downsview,235000,43.722858,-79.498878
1773,Birch Cliff,869000,43.686226,-79.269264
1774,Mimico,339900,43.625541999999996,-79.477242
1775,Rexdale,304900,43.724765999999995,-79.616486
1776,Armdale,449000,43.829632000000004,-79.254021
1777,Jane and Finch,609000,43.754471,-79.522911
1778,Glen Park,192900,43.705845000000004,-79.466965
1779,Willowdale,399880,43.757996,-79.409592
1780,Milliken,459000,43.810703000000004,-79.302322
1781,Bayview Village,309990,43.765186,-79.38472
1782,Old East York,239900,43.696827,-79.29341099999999
1783,Agincourt,235000,43.781467,-79.27889300000001
1784,Bathurst Manor,1098888,43.765511,-79.458313
1785,Malvern,365000,43.795147,-79.23880799999999
1786,Glen Park,207777,43.707066,-79.466217
1787,Mount Dennis,549000,43.685081,-79.485382
1788,Malvern,529900,43.791267,-79.234779
1789,Mimico,1579000,43.606827,-79.492538
1790,Willowdale,478000,43.765842,-79.410057
1791,Mimico,320000,43.623661,-79.491394
1792,Willowdale,309900,43.76556,-79.41280400000001
1793,Humber Bay,469900,43.624373999999996,-79.48554200000001
1794,Rexdale,549900,43.739346000000005,-79.575073
1795,Port Union,699900,43.777721,-79.137276
1796,Silverthorn,589000,43.692989000000004,-79.47444200000001
1797,Malvern,228000,43.791725,-79.23687
1798,Clairlea - Birchmount,634900,43.716999,-79.277588
1799,West Hill,399000,43.775135,-79.187401
1800,Newtonbrook,339000,43.78434,-79.41544300000001
1801,Bendale,305990,43.771384999999995,-79.260765
1802,Woburn,155000,43.780998,-79.235863
1803,West Hill,669900,43.760811,-79.18306
1804,Hillcrest Village,1499000,43.803513,-79.35165400000001
1805,Mimico,799900,43.608631,-79.49889399999999
1806,Humber Bay,457000,43.624373999999996,-79.48554200000001
1807,Leaside,1299900,43.711868,-79.3722
1808,Rexdale,569900,43.748492999999996,-79.60374499999999
1809,Humber Bay,370000,43.624373999999996,-79.48554200000001
1810,Mimico,319900,43.624207,-79.488228
1811,Don Valley Village,319000,43.791103,-79.357162
1812,Downsview,199900,43.72578,-79.48075899999999
1813,Willowdale,445000,43.770878,-79.411964
1814,Toronto,329900,43.824078,-79.27377299999999
1815,Bendale,293000,43.773403,-79.254951
1816,New Toronto,248888,43.601498,-79.51007800000001
1817,Downtown,469900,43.643947999999995,-79.401474
1818,Downtown,412900,43.668777,-79.383995
1819,Downtown,1108800,43.659534,-79.382828
1820,Willowdale,565000,43.769665,-79.41378
1821,Midtown Toronto,485800,43.672985,-79.38703199999999
1822,Mimico,349900,43.624207,-79.488228
1823,Eglinton East,699800,43.742512,-79.244614
1824,Bayview Village,358800,43.766094,-79.385582
1825,Downtown,422000,43.668777,-79.383995
1826,Mimico,399900,43.624969,-79.478081
1827,Downtown,556000,43.647514,-79.3927
1828,Wilson Heights,529900,43.734478,-79.446472
1829,Downtown,398000,43.647816,-79.396873
1830,Downtown,495000,43.650372,-79.382347
1831,Old Town,380000,43.65406,-79.369118
1832,Downtown,600000,43.641632,-79.38205
1833,Willowdale,318000,43.766571,-79.392365
1834,Weston,336800,43.701572,-79.52018699999999
1835,Alderwood,848000,43.610023,-79.530464
1836,Willowdale,789500,43.776798,-79.413834
1837,Oakville,415000,43.474594,-79.685654
1838,Oakville,548880,43.436787,-79.67977900000001
1839,Oakville,919000,43.439137,-79.670868
1840,Oakville,349000,43.472023,-79.683548
1841,Clearview,1459000,43.503440999999995,-79.666428
1842,Oakville,1500000,43.447231,-79.668762
1843,Clearview,1459000,43.503440999999995,-79.666428
1844,Oakville,279900,43.472382,-79.682755
1845,Oakville,1490000,43.482246,-79.652596
1846,Oakville,1089000,43.442623,-79.675652
1847,Oakville,324900,43.47327,-79.681892
1848,Oakville,1490000,43.482246,-79.652596
1849,Oakville,1399900,43.487606,-79.68373100000001
1850,Oakville,158000,43.45528,-79.685684
1851,Oakville,309900,43.473667,-79.68190799999999
1852,Oakville,119000,43.448692,-79.66539
1853,Clearview,359000,43.504917,-79.66640500000001
1854,Oakville,875000,43.444599,-79.669754
1855,Oakville,528900,43.436787,-79.67977900000001
1856,Kerr Village,338088,43.444603,-79.68199200000001
1857,Mississauga,419900,43.589405,-79.649323
1858,East Credit,149900,43.590633000000004,-79.679626
1859,Mississauga,389888,43.586735,-79.642326
1860,Mississauga,399900,43.590847,-79.63398000000001
1861,Mississauga,378900,43.585823,-79.647301
1862,Mississauga,379000,43.585938,-79.647148
1863,Mississauga,399900,43.587151,-79.641159
1864,Mississauga,459000,43.632236,-79.614471
1865,Mississauga,389888,43.586735,-79.642326
1866,Mississauga,259000,43.628643,-79.67390400000001
1867,East Credit,559000,43.58305,-79.681175
1868,Mississauga,142500,43.666641,-79.667709
1869,Mississauga,299900,43.593716,-79.631012
1870,Mississauga,503040,43.682460999999996,-79.68
1871,Mississauga,349900,43.604763,-79.653748
1872,Mississauga,140000,43.659321000000006,-79.604004
1873,Mississauga,179000,43.590469,-79.635796
1874,Cooksville,549000,43.589428000000005,-79.60721600000001
1875,Mississauga,885000,43.640526,-79.632446
1876,Erin Mills,464900,43.543385,-79.665825
1877,Dixie,179000,43.608771999999995,-79.588066
1878,Mississauga,369900,43.632236,-79.614471
1879,Cooksville,299900,43.583866,-79.616219
1880,Mississauga,319500,43.588104,-79.640755
1881,Mississauga,290000,43.656841,-79.64651500000001
1882,Islington - City Centre West,314900,43.640293,-79.559761
1883,Mississauga,349900,43.505062,-79.637955
1884,Islington - City Centre West,289900,43.609992999999996,-79.55748
1885,Mississauga,409900,43.589405,-79.649323
1886,Mississauga,293900,43.588104,-79.640755
1887,Mississauga,339000,43.601452,-79.64888
1888,Central Waterfront,1588000,43.641346,-79.372421
1889,Malton,239999,43.7174,-79.636772
1890,Mississauga,436900,43.594543,-79.635468
1891,Mississauga,269000,43.601624,-79.647301
1892,Richmond Hill,889000,43.907253000000004,-79.44375600000001
1893,York Mills,443888,43.749531,-79.407188
1894,Mississauga,1267000,43.512371,-79.62146
1895,Mississauga,414900,43.600273,-79.63936600000001
1896,Earlscourt,518888,43.674403999999996,-79.454514
1897,Richmond Hill,259000,43.854523,-79.37889100000001
1898,Richmond Hill,418888,43.8494,-79.376251
1899,Richmond Hill,235000,43.87307,-79.427948
1900,Bayview Glen,269000,43.846455,-79.427063
1901,Bayview Glen,369000,43.846436,-79.427155
1902,Richmond Hill,318888,43.8494,-79.376251
1903,Mississauga,339999,43.600273,-79.63936600000001
1904,Mississauga,299000,43.585938,-79.647148
1905,Mississauga,397000,43.586735,-79.642326
1906,Willowdale,392888,43.764893,-79.410446
1907,Willowdale,338000,43.757355,-79.409355
1908,Richmond Hill,198000,43.845096999999996,-79.383957
1909,Bayview Glen,363900,43.846455,-79.427063
1910,Mississauga,849900,43.666103,-79.669601
1911,Mississauga,224900,43.619278,-79.595512
1912,Mississauga,799888,43.589046,-79.64411899999999
1913,Mississauga,259900,43.586059999999996,-79.64669
1914,Mississauga,379900,43.586735,-79.642326
1915,Mississauga,249900,43.590103000000006,-79.627022
1916,Mississauga,324000,43.585819,-79.64733100000001
1917,Mississauga,324900,43.589771,-79.62595400000001
1918,Mississauga,389900,43.627007,-79.627983
1919,Mississauga,364900,43.586059999999996,-79.64669
1920,Mississauga,289900,43.588688,-79.649239
1921,Mississauga,490000,43.505245,-79.63922099999999
1922,Mississauga,269000,43.591460999999995,-79.627792
1923,Mississauga,1539850,43.554337,-79.652695
1924,Mississauga,319900,43.599647999999995,-79.627022
1925,Mississauga,489000,43.604884999999996,-79.651115
1926,Mississauga,359900,43.594952,-79.634514
1927,Mississauga,344900,43.587097,-79.64119000000001
1928,Mississauga,318000,43.589405,-79.649323
1929,Mississauga,289000,43.587749,-79.645782
1930,Mississauga,274900,43.585823,-79.647301
1931,Mississauga,165000,43.621857,-79.667778
1932,Mississauga,274700,43.581638,-79.648155
1933,Mississauga,324888,43.594952,-79.634514
1934,Mississauga,299900,43.552731,-79.648895
1935,Mississauga,349000,43.505062,-79.637955
1936,East Credit,519000,43.589199,-79.673508
1937,Mississauga,327000,43.585819,-79.64733100000001
1938,Mississauga,479000,43.595234000000005,-79.67347
1939,Mississauga,409000,43.592273999999996,-79.63430799999999
1940,Mississauga,354900,43.587761,-79.645737
1941,Mississauga,259000,43.591633,-79.631271
1942,Mississauga,390000,43.587097,-79.64119000000001
1943,Mississauga,469900,43.604884999999996,-79.651115
1944,Mississauga,521900,43.604046000000004,-79.652351
1945,Mississauga,379900,43.604164000000004,-79.650314
1946,Mississauga,334900,43.601452,-79.64888
1947,Mississauga,285000,43.552731,-79.648895
1948,Mississauga,295000,43.599647999999995,-79.627022
1949,Malton,335750,43.7174,-79.636772
1950,East Credit,455500,43.589199,-79.673508
1951,Mississauga,299000,43.587749,-79.645782
1952,Mississauga,220000,43.620052,-79.59581
1953,Mississauga,364900,43.586059999999996,-79.64669
1954,East Credit,239900,43.592575,-79.672379
1955,Mississauga,759900,43.604164000000004,-79.650314
1956,Mississauga,330000,43.588531,-79.640457
1957,Mississauga,899888,43.589046,-79.64411899999999
1958,Mississauga,277500,43.591460999999995,-79.627792
1959,Mississauga,279000,43.589504,-79.647942
1960,Mississauga,288000,43.588688,-79.649239
1961,Erin Mills,1100000,43.543877,-79.664024
1962,Mississauga,385000,43.587151,-79.641159
1963,Mississauga,329900,43.632236,-79.614471
1964,Mississauga,459900,43.626003000000004,-79.56854200000001
1965,Mississauga,475000,43.627007,-79.627983
1966,Mississauga,314900,43.585823,-79.647301
1967,Mississauga,349900,43.589504,-79.647942
1968,Mississauga,359499,43.59502,-79.63601700000001
1969,Malton,220000,43.7174,-79.636772
1970,Lakeview,879000,43.582458,-79.568504
1971,Woodbridge,179000,43.769596,-79.55371099999999
1972,Vaughan,1050000,43.84483,-79.49029499999999
1973,Maple,1199000,43.864471,-79.523354
1974,Maple,699000,43.859566,-79.540802
1975,Thornhill,148000,43.802551,-79.420654
1976,Markham,324800,43.802551,-79.420715
1977,Markham,580000,43.84985,-79.347672
1978,Markham,258000,43.839259999999996,-79.325539
1979,Berczy Village,1328000,43.895477,-79.29804200000001
1980,Markham,198000,43.803191999999996,-79.41951
1981,Thornhill,980000,43.842506,-79.386749
1982,Markham,458000,43.803191999999996,-79.41951
1983,Markham,359000,43.803191999999996,-79.41951
1984,Markham,376000,43.895786,-79.373322
1985,Markham,899000,43.890476,-79.33252
1986,Markham,449000,43.84753,-79.348663
1987,Markham,750000,43.857079,-79.24981700000001
1988,Markham,699900,43.853867,-79.33833299999999
1989,Markham,280000,43.852759999999996,-79.337715
1990,Unionville,120000,43.860397,-79.303185
1991,Markham,423000,43.802551,-79.420715
1992,Thornhill,252000,43.840336,-79.391571
1993,Markham,285000,43.803191999999996,-79.41951
1994,Markham,219000,43.803191999999996,-79.41951
1995,Markham,189900,43.803191999999996,-79.41951
1996,Markham,309000,43.856537,-79.304672
1997,Markham,699900,43.890476,-79.33252
1998,Markham,125000,43.803191999999996,-79.41951
1999,Ionview,385000,43.741141999999996,-79.271408
2000,Unionville,619900,43.852146000000005,-79.327888
2001,Markham,110000,43.857021,-79.302612
2002,Milliken,1500000,43.833015,-79.31088299999999
2003,Tam O'Shanter,458000,43.781490000000005,-79.294304
2004,Milliken,280000,43.828705,-79.306175
2005,Markham,398000,43.895786,-79.373322
2006,Markham,518000,43.803191999999996,-79.41951
2007,Wexford,375000,43.733746000000004,-79.305702
2008,Unionville,148000,43.857215999999994,-79.303345
2009,Markham,479000,43.803191999999996,-79.41951
2010,Markham,398000,43.856705,-79.30351999999999
2011,Thornhill,309000,43.8381,-79.391518
2012,Markham,308800,43.856537,-79.304672
2013,Markham,399000,43.856705,-79.30351999999999
2014,Markham,310000,43.851135,-79.32582099999999
2015,Thornhill,699000,43.803447999999996,-79.420914
2016,Thornhill,249000,43.841515,-79.392876
2017,Thornhill,405000,43.8381,-79.391518
2018,Unionville,199800,43.857215999999994,-79.303345
2019,Thornhill,620000,43.802551,-79.420715
2020,Woburn,264900,43.780956,-79.249779
2021,Dorset Park,172000,43.769417,-79.28241
2022,Woodbridge,334800,43.795265,-79.584862
2023,Woodbridge,539000,43.782932,-79.571617
2024,Vaughan,681600,43.827618,-79.550575
2025,Woodbridge,398800,43.786021999999996,-79.594376
2026,Woodbridge,758800,43.792515,-79.60032700000001
2027,Woodbridge,1550000,43.860176,-79.561531
2028,Woodbridge,129000,43.81086,-79.551659
2029,Brampton,619900,43.787251,-79.662453
2030,Markham,549000,43.856602,-79.342697
2031,Thornhill,850000,43.802551,-79.420654
2032,L'Amoreaux,799000,43.807235999999996,-79.303368
2033,King City,619900,43.926296,-79.53614
2034,Maple,1299950,43.879059000000005,-79.466751
2035,East Credit,999900,43.597590999999994,-79.683174
2036,Unionville,1495000,43.866558000000005,-79.324562
2037,Maple,979000,43.864883,-79.518745
2038,Vaughan,1555000,43.856097999999996,-79.501244
2039,Vaughan,1599999,43.857898999999996,-79.50544000000001
2040,Brampton,624920,43.788273,-79.663246
2041,Oakville,995000,43.480488,-79.633087
2042,Maple,179000,43.844227000000004,-79.535202
2043,Thornhill,539800,43.833527000000004,-79.405952
2044,Thornhill,315000,43.842213,-79.388863
2045,Vaughan,1599999,43.857898999999996,-79.50544000000001
2046,Markham,858800,43.85519,-79.34072900000001
2047,Markham,349800,43.856804,-79.32527900000001
2048,Markham,1188000,43.877266,-79.26963
2049,Markham,338000,43.856804,-79.32527900000001
2050,Unionville,100000,43.862362,-79.307487
2051,Markham,199000,43.862801,-79.30319200000001
2052,Markham,285000,43.803191999999996,-79.41951
2053,Unionville,138000,43.857215999999994,-79.303345
2054,Oakville,1099000,43.443443,-79.670006
2055,Mimico,575000,43.608696,-79.49859599999999
2056,Mimico,614700,43.619488,-79.48820500000001
2057,Maple,799000,43.837696,-79.533508
2058,Mimico,899000,43.617924,-79.508667
2059,Oakville,995000,43.480488,-79.633087
2060,Dorset Park,399900,43.742672,-79.282539
2061,Highland Creek,700000,43.795937,-79.179733
2062,Mineola,999000,43.576496,-79.57856
2063,Lakeview,835000,43.578819,-79.557709
2064,Mississauga,699900,43.527332,-79.616966
2065,Bendale,699900,43.761173,-79.264542
2066,Mississauga,209000,43.582508000000004,-79.653099
2067,Thornhill,999000,43.798328000000005,-79.44407700000001
2068,King City,399900,43.926296,-79.53614
2069,Agincourt,649900,43.810509,-79.286644
2070,Milliken,1029900,43.819481,-79.274834
2071,Bridlewood,1158880,43.801292,-79.328476
2072,Agincourt,880000,43.782043,-79.285095
2073,Mississauga,329900,43.59063,-79.63185899999999
2074,Ionview,950000,43.737572,-79.2705
2075,Mississauga,354900,43.589504,-79.647942
2076,Mississauga,258000,43.594543,-79.635468
2077,Mississauga,1539850,43.554337,-79.652695
2078,Mississauga,279900,43.616463,-79.662865
2079,Cooksville,294900,43.580944,-79.62394
2080,Richmond Hill,505900,43.848576,-79.432541
2081,Maple,695000,43.86042,-79.54095500000001
2082,Mississauga,449800,43.587852000000005,-79.639847
2083,Mississauga,640000,43.602909000000004,-79.68355600000001
2084,Malton,499000,43.711193,-79.64739200000001
2085,Mississauga,359000,43.584694,-79.642326
2086,Pickering,939000,43.834206,-79.112534
2087,Islington - City Centre West,317000,43.644081,-79.5289
2088,Mimico,749900,43.628983000000005,-79.477852
2089,Richmond Hill,328500,43.861851,-79.435562
2090,Mimico,749900,43.628983000000005,-79.477852
2091,Agincourt,342000,43.777565,-79.281006
2092,Islington - City Centre West,295000,43.640285,-79.559464
2093,Mimico,438000,43.62273,-79.483192
2094,Mimico,449000,43.631355,-79.474609
2095,Erin Mills,699900,43.543385,-79.665825
2096,Malton,125000,43.7174,-79.636772
2097,Mississauga,303913,43.585823,-79.647301
2098,Mississauga,384000,43.507191,-79.644653
2099,Cooksville,189900,43.572964,-79.611862
2100,Cooksville,439900,43.580387,-79.61737099999999
2101,Mississauga,1349000,43.587151,-79.641159
2102,Mississauga,569000,43.588104,-79.640755
2103,Malton,115500,43.7174,-79.636772
2104,Mississauga,709900,43.60614,-79.654274
2105,Mississauga,469000,43.605927,-79.654686
2106,Mississauga,319900,43.589504,-79.647942
2107,Mississauga,359900,43.594543,-79.635468
2108,Malton,149900,43.7174,-79.636772
2109,Malton,109900,43.7174,-79.636772
2110,Mississauga,619900,43.595539,-79.633842
2111,Mississauga,329900,43.594543,-79.635468
2112,Dixie,235900,43.607449,-79.58672299999999
2113,Mississauga,320000,43.589771,-79.62595400000001
2114,Mississauga,318400,43.585823,-79.647301
2115,Mississauga,329900,43.632236,-79.614471
2116,Mississauga,294900,43.586059999999996,-79.64669
2117,Mississauga,502800,43.682460999999996,-79.68
2118,Mississauga,450000,43.589504,-79.647942
2119,Mississauga,280000,43.588688,-79.649239
2120,Mississauga,289000,43.585938,-79.647148
2121,Mississauga,496000,43.598038,-79.58201600000001
2122,Mississauga,254900,43.59502,-79.63601700000001
2123,Mississauga,658888,43.589065999999995,-79.64859799999999
2124,Mississauga,389900,43.632236,-79.614471
2125,Mississauga,299900,43.505062,-79.637955
2126,Mississauga,299000,43.585823,-79.647301
2127,Mississauga,840900,43.59502,-79.63601700000001
2128,Mississauga,389999,43.587761,-79.645737
2129,Mississauga,430000,43.587097,-79.64119000000001
2130,Mississauga,349900,43.505062,-79.637955
2131,Mississauga,369900,43.599647999999995,-79.627022
2132,Mississauga,258800,43.552731,-79.648895
2133,Mississauga,279900,43.59502,-79.63601700000001
2134,Mississauga,245900,43.589504,-79.647942
2135,Mississauga,319900,43.600978999999995,-79.648216
2136,Mississauga,279900,43.586059999999996,-79.64669
2137,Mississauga,440000,43.587097,-79.64119000000001
2138,Mississauga,463200,43.682460999999996,-79.68
2139,Mississauga,358000,43.588531,-79.640457
2140,Mississauga,284900,43.59502,-79.63601700000001
2141,Mississauga,269000,43.592449,-79.605553
2142,East Credit,259900,43.592575,-79.672379
2143,Mississauga,240000,43.600753999999995,-79.640991
2144,Cooksville,256000,43.580219,-79.62516
2145,Mississauga,329900,43.589405,-79.649323
2146,Mississauga,408500,43.509251,-79.64119699999999
