,AreaName,Price ($),lat,lng,KMeans_Cluster
975,Willowdale,549990,43.771309,-79.412926,2
976,Newtonbrook,498800,43.784409,-79.416061,0
977,Newtonbrook,458500,43.784409,-79.416061,0
978,Alderwood,899900,43.597782,-79.55234499999997,2
979,Downtown,415000,43.65097,-79.368111,0
980,Mimico,329990,43.62258900000001,-79.482445,0
981,Downtown,578000,43.668777,-79.383995,2
982,Sunnyside,389900,43.636387,-79.466263,0
983,Downtown,417888,43.638477,-79.397987,0
984,Willowdale,324900,43.777355,-79.41275,0
985,Agincourt,408000,43.779129,-79.281883,0
986,Eglinton East,199999,43.739429,-79.237755,0
987,Lansing,688000,43.760303,-79.411621,2
988,Downtown,599000,43.669643,-79.380608,2
989,Little Portugal,315990,43.641697,-79.42343100000002,0
990,Downtown,390900,43.643486,-79.392303,0
991,Midtown Toronto,409888,43.671066,-79.401443,0
992,Willowdale,348000,43.777355,-79.41275,0
993,Tam O'Shanter,335000,43.786736,-79.29100799999998,0
994,Niagara,1279000,43.635521,-79.402435,1
995,Downtown,899000,43.64613,-79.375778,2
996,Jane and Finch,300000,43.767052,-79.514549,0
997,Mimico,799900,43.608631,-79.49889399999998,2
998,Humber Bay,457000,43.624374,-79.48554200000002,0
999,Highland Creek,699900,43.790642,-79.176041,2
1000,Toronto,650000,43.825737,-79.264999,2
1001,Rouge,674900,43.783424,-79.131348,2
1002,Harwood,319900,43.678585,-79.478516,0
1003,Downtown,399000,43.66592,-79.386963,0
1004,Niagara,378800,43.637432,-79.40136700000002,0
1005,Parkdale,849000,43.636009,-79.427162,2
1006,Little Portugal,949000,43.649033,-79.427734,2
1007,Highland Creek,999999,43.788246,-79.17627,2
1008,Emery,305000,43.747147,-79.564728,0
1009,Rexdale,660000,43.730843,-79.604576,2
1010,Etobicoke West Mall,724900,43.64644600000001,-79.57513399999998,2
1011,Brookhaven - Amesbury,699000,43.696663,-79.494972,2
1012,Bendale,799000,43.749783,-79.25048100000002,2
1013,Princess - Rosethorn,1499900,43.657867,-79.540031,1
1014,Mimico,799900,43.61320900000001,-79.492088,2
1015,Wexford,575000,43.754829,-79.296417,2
1016,Sunnylea,950000,43.640625,-79.493217,2
1017,Malvern,144900,43.80670900000001,-79.21713299999998,0
1018,Downtown,810000,43.646236,-79.383324,2
1019,Downtown,568888,43.641346,-79.372421,2
1020,Upper Beaches,579000,43.685524,-79.29414399999997,2
1021,Downtown,859000,43.651722,-79.36940799999998,2
1022,Cliffside,549900,43.709721,-79.255051,2
1023,Newtonbrook,349000,43.787483,-79.417862,0
1024,West Hill,550000,43.774227,-79.187302,2
1025,Willowdale,799000,43.76675,-79.410332,2
1026,Midtown Toronto,1179000,43.715977,-79.441673,1
1027,Midtown Toronto,229900,43.70483400000001,-79.439888,0
1028,Weston,329900,43.702106,-79.507637,0
1029,Ionview,519900,43.725605,-79.273972,0
1030,West Hill,588000,43.774265,-79.181625,2
1031,Bayview Village,649000,43.769485,-79.36891899999998,2
1032,Rustic,1289000,43.715168,-79.503197,1
1033,Mount Dennis,389000,43.692898,-79.506203,0
1034,L'Amoreaux,899000,43.822521,-79.307266,2
1035,West Hill,669900,43.760811,-79.18306,2
1036,Willowdale,648880,43.775146,-79.412666,2
1037,Don Valley Village,529800,43.779041,-79.35199,0
1038,Bendale,649900,43.753349,-79.264595,2
1039,Long Branch,799000,43.595085,-79.531021,2
1040,Rouge,699000,43.792217,-79.13452099999998,2
1041,Birch Cliff,599000,43.694736,-79.26387,2
1042,Port Union,529800,43.794605,-79.14389,0
1043,Pleasant View,299900,43.777275,-79.337051,0
1044,Downtown,885000,43.666897,-79.389038,2
1045,Cliffside,599900,43.703186,-79.251564,2
1046,Lawrence Heights,364900,43.715069,-79.4533,0
1047,Dorset Park,174900,43.769417,-79.28241,0
1048,Mount Dennis,546666,43.686855,-79.490898,2
1049,Mount Pleasant East,799000,43.701283,-79.38310200000002,2
1050,Downtown,789900,43.646164,-79.375038,2
1051,Rexdale,539900,43.755604,-79.606697,2
1052,Mimico,459900,43.631432,-79.473564,0
1053,Rouge,290000,43.799522,-79.148201,0
1054,Milliken,399800,43.800705,-79.317162,0
1055,Weston,449900,43.6996,-79.50972,0
1056,Mount Dennis,409000,43.69281,-79.506653,0
1057,Newtonbrook,399900,43.783112,-79.415199,0
1058,Lansing,439000,43.765152,-79.412277,0
1059,Don Valley Village,615000,43.774311,-79.359085,2
1060,Earlscourt,688000,43.677956,-79.463882,2
1061,Niagara,239000,43.63673,-79.40050500000002,0
1062,Bendale,829900,43.75842700000001,-79.259102,2
1063,Mimico,849000,43.618263,-79.50885799999998,2
1064,Downtown,369900,43.645985,-79.389938,0
1065,Leslieville,1313000,43.667385,-79.334412,1
1066,Little Portugal,274900,43.641567,-79.42460600000003,0
1067,Sherwood Park,1349000,43.712608,-79.38385,1
1068,Rockcliffe - Smythe,305000,43.675777,-79.507919,0
1069,West Hill,349900,43.767723,-79.174797,0
1070,Eglinton East,269900,43.737576,-79.238251,0
1071,Jane and Finch,344800,43.740059,-79.50960500000002,0
1072,Bendale,849800,43.767342,-79.257347,2
1073,Scarborough Village,999000,43.741905,-79.213821,2
1074,North Toronto,1399000,43.726349,-79.39746099999998,1
1075,Wallace Emerson,299900,43.665726,-79.447418,0
1076,Glen Park,1538800,43.707947,-79.462692,1
1077,Toronto,318000,43.824078,-79.27377299999998,0
1078,West Hill,598800,43.773823,-79.188538,2
1079,Wexford - Maryvale,600000,43.746807,-79.29888199999998,2
1080,Willowdale,425000,43.773094,-79.415596,0
1081,Downtown,629000,43.66699600000001,-79.37326800000002,2
1082,Downtown,325000,43.639782,-79.397949,0
1083,Newtonbrook,434900,43.794613,-79.427216,0
1084,Downtown,339900,43.651169,-79.384987,0
1085,Victoria Village,359000,43.72451,-79.307022,0
1086,Highland Creek,719888,43.796654,-79.179451,2
1087,Toronto,229000,43.8269,-79.27565,0
1088,Downtown,899000,43.652138,-79.371483,2
1089,Swansea,498000,43.636292,-79.470467,0
1090,Little Portugal,1059000,43.646023,-79.427406,1
1091,Malvern,599900,43.807312,-79.227303,2
1092,Lawrence Heights,419500,43.717121,-79.441757,0
1093,Clairlea - Birchmount,584900,43.702419,-79.27436800000002,2
1094,Princess Margaret,1088000,43.674389,-79.554695,1
1095,Silverthorn,699900,43.680458,-79.46653,2
1096,Humberlea,200000,43.732304,-79.537003,0
1097,Woburn,278000,43.78167,-79.247215,0
1098,Downtown,439900,43.666752,-79.37623599999998,0
1099,Downtown,335000,43.645641,-79.39295200000002,0
1100,The Beach,369000,43.666252,-79.30499300000002,0
1101,Kennedy Park,675000,43.728794,-79.254074,2
1102,Downtown,495000,43.646931,-79.374977,0
1103,Humber Bay,369900,43.624073,-79.48491700000002,0
1104,Milliken,930000,43.812344,-79.287697,2
1105,Mimico,343000,43.62381,-79.488022,0
1106,Fairbank,798000,43.701317,-79.44493100000003,2
1107,Harwood,650000,43.677681,-79.47447199999998,2
1108,Toronto,279000,43.640335,-79.424477,0
1109,Willowdale,315000,43.765579,-79.41259000000002,0
1110,Flemingdon Park,320000,43.710968,-79.325294,0
1111,Bathurst Manor,510000,43.755169,-79.441742,0
1112,Bendale,599000,43.750469,-79.244263,2
1113,Toronto,319900,43.824078,-79.27377299999998,0
1114,Midtown Toronto,729000,43.68637800000001,-79.415024,2
1115,Rockcliffe - Smythe,458000,43.675777,-79.507919,0
1116,Downtown,549900,43.641632,-79.38205,2
1117,Downtown,798800,43.659328,-79.382675,2
1118,Islington,429900,43.644779,-79.531929,0
1119,Downtown,343000,43.639664,-79.379272,0
1120,Rexdale,189900,43.75848,-79.586617,0
1121,Downtown,765000,43.665546,-79.387245,2
1122,Midtown Toronto,999990,43.723293,-79.380356,2
1123,Willowdale,609000,43.767891,-79.411812,2
1124,Downtown,495000,43.641632,-79.38205,0
1125,Humber Summit,849900,43.757954,-79.557304,2
1126,Parkwoods - Donalda,205000,43.762363,-79.320976,0
1127,Agincourt,499000,43.779129,-79.281883,0
1128,Richview,479900,43.67792100000001,-79.556534,0
1129,Willowdale,558000,43.7561,-79.406914,2
1130,Downtown,409900,43.652222,-79.37087199999998,0
1131,Niagara,559800,43.641579,-79.415901,2
1132,Wynford-Concorde,399900,43.724548,-79.32543199999998,0
1133,Midtown Toronto,799000,43.68766,-79.438766,2
1134,Downtown,425000,43.653973,-79.388565,0
1135,Kingsview Village,439000,43.69736500000001,-79.546089,0
1136,Morningside,329000,43.78527800000001,-79.204994,0
1137,Downtown,388800,43.646164,-79.375038,0
1138,Downtown,324000,43.641346,-79.400131,0
1139,Earlscourt,899900,43.68219000000001,-79.45642099999998,2
1140,Downtown,630000,43.649082,-79.39208199999999,2
1141,Toronto,688000,43.822731,-79.266121,2
1142,Mimico,549000,43.624485,-79.49047900000002,2
1143,Bendale,260000,43.772751,-79.260788,0
1144,Jane and Finch,439000,43.744011,-79.491524,0
1145,Mimico,359900,43.618755,-79.485359,0
1146,Woburn,649999,43.769974,-79.228714,2
1147,Downtown,380000,43.645985,-79.389938,0
1148,Midtown Toronto,579900,43.667389,-79.401871,2
1149,Willowdale,409000,43.771595,-79.412178,0
1150,Woburn,799800,43.779442,-79.223587,2
1151,Mimico,339900,43.615078,-79.48938000000003,0
1152,Willowdale,355000,43.769207,-79.412132,0
1153,Niagara,539000,43.636234,-79.403122,2
1154,Rexdale,639900,43.739422,-79.584854,2
1155,Victoria Village,599500,43.730347,-79.328224,2
1156,Newtonbrook,1339900,43.783802,-79.406174,1
1157,Rexdale,115000,43.722031,-79.543945,0
1158,Niagara,234850,43.63673,-79.40050500000002,0
1159,Little Portugal,299900,43.641697,-79.42343100000002,0
1160,Morningside,449200,43.79023400000001,-79.197525,0
1161,Downtown,1490000,43.648827,-79.385551,1
1162,Downtown,588000,43.642273,-79.372704,2
1163,Willowdale,928000,43.768574,-79.389618,2
1164,The Queensway,309900,43.625927,-79.504417,0
1165,Humberlea,219000,43.732304,-79.537003,0
1166,Downsview,145000,43.737915,-79.51136,0
1167,Midtown Toronto,899990,43.72353,-79.379761,2
1168,Mimico,1120000,43.625542,-79.477242,1
1169,Scarborough Village,212000,43.744812,-79.214561,0
1170,Hillcrest Village,1499980,43.800339,-79.352699,1
1171,Newtonbrook,1450000,43.78537,-79.406464,1
1172,Midtown Toronto,439000,43.670319,-79.394432,0
1173,Humber Summit,919000,43.754292,-79.578156,2
1174,Port Union,724900,43.776131,-79.13604000000002,2
1175,Downtown,479900,43.643764,-79.401352,0
1176,Niagara,364900,43.636963,-79.404671,0
1177,Malvern,114900,43.803925,-79.216507,0
1178,Downtown,474000,43.647224,-79.391098,0
1179,Midtown Toronto,368800,43.66983,-79.414742,0
1180,Mimico,324990,43.625542,-79.477242,0
1181,West Hill,175000,43.775818,-79.182098,0
1182,Mimico,384900,43.625118,-79.478767,0
1183,L'Amoreaux,799000,43.801441,-79.32096899999998,2
1184,Eatonville,999900,43.648071,-79.542839,2
1185,Downtown,471000,43.640816,-79.395538,0
1186,Toronto,220000,43.8269,-79.27565,0
1187,Willowdale,369000,43.767471,-79.41127,0
1188,Pape Village,299999,43.690639,-79.34172099999998,0
1189,Malvern,369500,43.791836,-79.237404,0
1190,Emery,599900,43.745125,-79.54053499999998,2
1191,Don Mills,319000,43.730209,-79.332375,0
1192,Long Branch,1249900,43.597946,-79.526306,1
1193,Bayview Village,298000,43.766094,-79.385582,0
1194,Upper Beaches,799000,43.67691,-79.304825,2
1195,Swansea,339000,43.636292,-79.470467,0
1196,Upper Beaches,799000,43.67691,-79.304825,2
1197,Upper Beaches,799000,43.67691,-79.304825,2
1198,Bendale,284800,43.773312,-79.258728,0
1199,Port Union,289000,43.783237,-79.169342,0
1200,Islington - City Centre West,479000,43.639202,-79.535423,0
1201,Downtown,568000,43.659328,-79.382675,2
1202,Midtown Toronto,869900,43.723148,-79.379707,2
1203,Humber Summit,660000,43.759514,-79.57133499999998,2
1204,Humber Summit,660000,43.759514,-79.57133499999998,2
1205,Midtown Toronto,488800,43.672985,-79.38703199999998,0
1206,Humber Bay Shores,419000,43.62696500000001,-79.47848499999998,0
1207,Downtown,379900,43.660149,-79.360886,0
1208,Lansing,599900,43.760303,-79.411621,2
1209,Jane and Finch,125000,43.754375,-79.510368,0
1210,Little Italy,299000,43.65530800000001,-79.41642,0
1211,Willowdale,730000,43.760998,-79.410202,2
1212,Riverdale,149000,43.677971,-79.348907,0
1213,Rockcliffe - Smythe,1349000,43.666817,-79.503151,1
1214,Clairlea - Birchmount,129000,43.71006,-79.261116,0
1215,Fairbank,949900,43.702934,-79.449738,2
1216,Downtown,489000,43.644173,-79.38942,0
1217,Downtown,1298000,43.65765,-79.376762,1
1218,Downtown,769000,43.668777,-79.383995,2
1219,Toronto,269900,43.64020900000001,-79.42394300000002,0
1220,Midtown Toronto,549000,43.672318,-79.388817,2
1221,Downtown,398900,43.656807,-79.37509200000002,0
1222,Niagara,309900,43.63715,-79.400604,0
1223,Old Town,254900,43.653126,-79.369339,0
1224,Downtown,449900,43.651878,-79.375999,0
1225,Downtown,999999,43.654991,-79.363922,2
1226,Downtown,329900,43.660149,-79.360886,0
1227,Toronto,245000,43.640335,-79.424477,0
1228,Downtown,798000,43.650143,-79.371605,2
1229,Midtown Toronto,549000,43.687836,-79.413376,2
1230,Downtown,149713,43.65094000000001,-79.381958,0
1231,Downtown,569800,43.660103,-79.385086,2
1232,Upper Beaches,700000,43.680573,-79.291595,2
1233,Toronto,229000,43.640335,-79.424477,0
1234,Midtown Toronto,525000,43.675552,-79.377808,0
1235,Downtown,499900,43.654587,-79.386658,0
1236,Downtown,1519000,43.666897,-79.389038,1
1237,Downtown,438000,43.638477,-79.397987,0
1238,Niagara,394900,43.638512,-79.400894,0
1239,Toronto,364000,43.640335,-79.424477,0
1240,Harwood,758888,43.670788,-79.476288,2
1241,Downtown,498000,43.665749,-79.385513,0
1242,Downtown,629900,43.645985,-79.389938,2
1243,Beach Hill,699000,43.674515,-79.319717,2
1244,Downtown,568800,43.648029,-79.37406899999998,2
1245,Downtown,634900,43.661385,-79.380608,2
1246,Downtown,535800,43.640224,-79.39595,2
1247,Downtown,519900,43.642509,-79.377365,0
1248,Toronto,299900,43.64020900000001,-79.42394300000002,0
1249,The Beach,1548000,43.678608,-79.288513,1
1250,Riverdale,379900,43.657913,-79.35006700000002,0
1251,Leslieville,849000,43.670635,-79.336945,2
1252,Downtown,459000,43.655113,-79.384804,0
1253,Downtown,412500,43.658798,-79.384392,0
1254,Leslieville,1098000,43.66621,-79.33356500000002,1
1255,Downtown,669000,43.638866,-79.398438,2
1256,Downtown,485000,43.644783,-79.36279300000002,0
1257,Downtown,979900,43.642273,-79.372704,2
1258,Downtown,375000,43.663963,-79.383064,0
1259,Niagara,375000,43.637432,-79.401039,0
1260,Midtown Toronto,1595000,43.671139,-79.395653,1
1261,Downtown,749000,43.665546,-79.387245,2
1262,Downtown,329000,43.640816,-79.395538,0
1263,Downtown,589900,43.647224,-79.391098,2
1264,Downtown,339900,43.660149,-79.360886,0
1265,Downtown,559900,43.641788,-79.381874,2
1266,Downtown,469900,43.641422,-79.39959,0
1267,Downtown,389000,43.655956,-79.37291,0
1268,Downtown,329000,43.665546,-79.387245,0
1269,Regal Heights,1099000,43.676453,-79.432472,1
1270,Niagara,559000,43.641579,-79.415901,2
1271,Midtown Toronto,1249000,43.72776,-79.389961,1
1272,East Danforth,459900,43.685455,-79.313133,0
1273,Downtown,468800,43.669151,-79.387375,0
1274,Niagara,329900,43.63673,-79.40050500000002,0
1275,Niagara,377399,43.641579,-79.415901,0
1276,Downtown,429900,43.639889,-79.390404,0
1277,Downtown,278500,43.652489,-79.389626,0
1278,Leslieville,765000,43.666988,-79.327621,2
1279,Downtown,599999,43.64924600000001,-79.375755,2
1280,Downtown,399000,43.664845,-79.385933,0
1281,Downtown,509000,43.653973,-79.388565,0
1282,Downtown,498000,43.645985,-79.389938,0
1283,Niagara,379800,43.635681,-79.398674,0
1284,Downtown,675000,43.650082,-79.35797099999998,2
1285,Downtown,798880,43.669643,-79.380608,2
1286,Downtown,524900,43.648029,-79.37406899999998,0
1287,Downtown,497000,43.667915,-79.375679,0
1288,Downtown,435000,43.649055,-79.370361,0
1289,Downtown,315000,43.664265,-79.37545,0
1290,Downtown,439900,43.640526,-79.397102,0
1291,Downtown,389000,43.669609,-79.384773,0
1292,Downtown,429900,43.643486,-79.392303,0
1293,Downtown,438000,43.657104,-79.374214,0
1294,Downtown,580000,43.660103,-79.385086,2
1295,The Beach,1200000,43.672386,-79.291595,1
1296,Midtown Toronto,491900,43.677021,-79.406387,0
1297,Midtown Toronto,999990,43.723293,-79.380356,2
1298,Silverthorn,825000,43.680763,-79.469574,2
1299,Lambton Baby Point,486900,43.648071,-79.486664,0
1300,Midtown Toronto,1299000,43.722866,-79.380157,1
1301,Lambton Baby Point,478800,43.648243,-79.486626,0
1302,Downsview,159907,43.737915,-79.51136,0
1303,Willowdale,482888,43.770878,-79.411964,0
1304,Newtonbrook,348000,43.783112,-79.415199,0
1305,Agincourt,939000,43.789047,-79.284752,2
1306,Woburn,599000,43.765667,-79.219574,2
1307,Old East York,719000,43.68998300000001,-79.307259,2
1308,Toronto,849900,43.653225,-79.383186,2
1309,Tam O'Shanter,533900,43.7897,-79.30526,0
1310,Henry Farm,309900,43.774895,-79.345955,0
1311,Woodbine - Lumsden,1150000,43.691368,-79.311615,1
1312,Humber Bay,419900,43.624374,-79.48554200000002,0
1313,Old East York,265000,43.696163,-79.292953,0
1314,Toronto,369000,43.695999,-79.507645,0
1315,Ionview,717000,43.735332,-79.275482,2
1316,Eglinton East,699000,43.739819,-79.248024,2
1317,Rexdale,599000,43.736565,-79.597107,2
1318,Rouge,688500,43.805416,-79.18654599999998,2
1319,Willowdale,468000,43.760101,-79.40884399999999,0
1320,Woburn,338800,43.773685,-79.249619,0
1321,Weston,485900,43.705288,-79.526894,0
1322,Willowdale,478000,43.765579,-79.41259000000002,0
1323,Rexdale,249900,43.758636,-79.58757,0
1324,Golden Mile,359000,43.716156,-79.281998,0
1325,Old East York,649900,43.693779,-79.322388,2
1326,Rexdale,669900,43.725483,-79.585327,2
1327,Jane and Finch,255000,43.764374,-79.49455999999998,0
1328,Rexdale,184500,43.73354000000001,-79.592949,0
1329,Mimico,659900,43.619488,-79.48820500000002,2
1330,Woburn,385000,43.780956,-79.249779,0
1331,Highland Creek,859000,43.7897,-79.17645300000002,2
1332,Steeles,479000,43.815434,-79.325745,0
1333,Oakwood Village,659000,43.691177,-79.444824,2
1334,Malvern,377500,43.795006,-79.239113,0
1335,Don Valley Village,672000,43.788429,-79.355347,2
1336,Newtonbrook,395000,43.792667,-79.443939,0
1337,Leaside,1499000,43.712597,-79.369644,1
1338,L'Amoreaux,749888,43.792309,-79.327568,2
1339,Bayview Village,314900,43.769611,-79.368416,0
1340,Malvern,475000,43.813889,-79.22135899999998,0
1341,Willowdale,545000,43.757408,-79.406853,2
1342,Old East York,164900,43.696163,-79.292953,0
1343,Malvern,139900,43.805328,-79.22023,0
1344,Don Mills,675000,43.748825,-79.347603,2
1345,Highland Creek,869000,43.786201,-79.178551,2
1346,Bendale,299900,43.772957,-79.261116,0
1347,Clairlea,1279900,43.702293,-79.291161,1
1348,Newtonbrook,375800,43.783081,-79.416824,0
1349,West Hill,730000,43.767239,-79.180832,2
1350,Midtown Toronto,349900,43.70483400000001,-79.439888,0
1351,Mimico,429900,43.624485,-79.49047900000002,0
1352,The Queensway,949900,43.624474,-79.501793,2
1353,Jane and Finch,629000,43.744606,-79.50318100000001,2
1354,Rockcliffe - Smythe,599000,43.667286,-79.49749,2
1355,Newtonbrook,828000,43.803524,-79.377838,2
1356,Willowdale,359000,43.775902,-79.413261,0
1357,Bendale,268500,43.774338,-79.25259399999999,0
1358,West Hill,1198000,43.766975,-79.178986,1
1359,Jane and Finch,459000,43.751255,-79.528702,0
1360,Mimico,268000,43.630383,-79.47627299999998,0
1361,White Haven,749900,43.790119,-79.24427800000002,2
1362,Willowdale,455000,43.769829,-79.413467,0
1363,Willowdale,519500,43.776451,-79.414017,0
1364,Rexdale,245000,43.74955,-79.58075,0
1365,Malvern,125000,43.805328,-79.22023,0
1366,Mimico,675000,43.621376,-79.483429,2
1367,Rexdale,299999,43.744343,-79.587379,0
1368,Rexdale,424999,43.742409,-79.598518,0
1369,Malvern,339000,43.795254,-79.239372,0
1370,Milliken,299000,43.806938,-79.29091600000002,0
1371,Ben Jungle,795000,43.761955,-79.23864,2
1372,Dorset Park,269000,43.75235,-79.265923,0
1373,Bendale,435000,43.772877,-79.25395999999998,0
1374,Brookhaven - Amesbury,449900,43.698521,-79.497978,0
1375,Henry Farm,369888,43.774895,-79.345955,0
1376,Woburn,615000,43.757694,-79.222122,2
1377,Highland Creek,999000,43.78575900000001,-79.182869,2
1378,Downsview,399000,43.726418,-79.47994200000002,0
1379,Old East York,184000,43.69614,-79.294983,0
1380,Bendale,799000,43.761456,-79.250458,2
1381,Don Mills,499900,43.73923900000001,-79.344574,0
1382,White Haven,879900,43.789085,-79.251717,2
1383,Wilson Heights,999000,43.754162,-79.440613,2
1384,Humber Bay,669000,43.632587,-79.485214,2
1385,Morningside,435000,43.788143,-79.207649,0
1386,Downtown,1329900,43.642578,-79.3769,1
1387,Downsview,519900,43.750595,-79.464058,0
1388,Lansing,675000,43.760303,-79.411621,2
1389,Downtown,1149000,43.642273,-79.372704,1
1390,Woodbine Gardens,219000,43.698101,-79.29943100000001,0
1391,Mimico,549900,43.624969,-79.478081,2
1392,Willowdale,428800,43.775146,-79.412666,0
1393,Mimico,399900,43.625542,-79.477242,0
1394,Downtown,345000,43.643486,-79.392303,0
1395,Alderwood,1148000,43.602165,-79.544388,1
1396,Midtown Toronto,738000,43.673172,-79.389687,2
1397,Newtonbrook,562000,43.78067,-79.41834300000002,2
1398,Downtown,389000,43.644455,-79.37653399999998,0
1399,Lansing,629900,43.760303,-79.411621,2
1400,Niagara,559000,43.636345,-79.404808,2
1401,Mimico,349000,43.62381,-79.488022,0
1402,Bridlewood,279800,43.796768,-79.315636,0
1403,Downtown,549000,43.641632,-79.38205,2
1404,Downtown,458900,43.650372,-79.382347,0
1405,Newtonbrook,514900,43.78067,-79.41834300000002,0
1406,Steeles,508888,43.815434,-79.325745,0
1407,Armdale,366735,43.825054,-79.24681899999999,0
1408,Willowdale,559000,43.769207,-79.412132,2
1409,Willowdale,475000,43.769665,-79.41378,0
1410,Willowdale,419800,43.777054,-79.41378,0
1411,Willowdale,425000,43.778439,-79.416069,0
1412,Niagara,549000,43.641579,-79.415901,2
1413,Willowdale,339000,43.76556,-79.41280400000002,0
1414,Niagara,479000,43.63641,-79.402,0
1415,Mimico,343000,43.62273,-79.483192,0
1416,Downtown,479999,43.644852,-79.399101,0
1417,Downtown,449000,43.668785,-79.384766,0
1418,Downtown,422000,43.668777,-79.383995,0
1419,Downtown,412000,43.643486,-79.392303,0
1420,Agincourt,168000,43.785206,-79.277573,0
1421,Downsview,379999,43.727539,-79.482857,0
1422,Woburn,325000,43.78167,-79.247215,0
1423,Downtown,769000,43.650555,-79.357384,2
1424,Downtown,649000,43.652454,-79.363731,2
1425,Islington - City Centre West,329900,43.643925,-79.528885,0
1426,Islington - City Centre West,859000,43.646122,-79.521828,2
1427,Eringate - Centennial - West Deane,335000,43.644711,-79.58869200000002,0
1428,Islington - City Centre West,349900,43.644661,-79.529335,0
1429,Fairbank,799000,43.690666,-79.46199,2
1430,Woburn,649000,43.779556,-79.225761,2
1431,Birch Cliff,1089900,43.684292,-79.27916,1
1432,Maple Leaf,499900,43.720539,-79.48439,0
1433,Harwood,419900,43.678665,-79.478302,0
1434,Bathurst Manor,999000,43.760948,-79.44489300000002,2
1435,Lambton,639000,43.670361,-79.501076,2
1436,Downtown,363900,43.660629,-79.364532,0
1437,Malvern,539900,43.802864,-79.214462,2
1438,Toronto,559000,43.682991,-79.459412,2
1439,Birch Cliff,599900,43.704281,-79.257225,2
1440,Clairlea,1199000,43.711281,-79.283325,1
1441,Weston,320000,43.701572,-79.52018699999998,0
1442,The Westway,824888,43.691151,-79.54287,2
1443,Harwood,869000,43.676849,-79.482109,2
1444,Bendale,549900,43.755604,-79.260536,2
1445,Bendale,439000,43.77195,-79.261711,0
1446,Malvern,518000,43.813629,-79.221588,0
1447,Tam O'Shanter,500000,43.783947,-79.298721,0
1448,Malvern,830000,43.82024000000001,-79.20294200000002,2
1449,Downtown,430000,43.642509,-79.377365,0
1450,Malvern,234900,43.807106,-79.227829,0
1451,Agincourt,629900,43.814487,-79.26992800000002,2
1452,Alderwood,1349999,43.595139,-79.545746,1
1453,Downsview,758800,43.731644,-79.462372,2
1454,Bendale,728888,43.754463,-79.243851,2
1455,Downtown,699900,43.657341,-79.362579,2
1456,Weston,748800,43.705509,-79.518242,2
1457,Mimico,399000,43.624207,-79.488228,0
1458,Milliken,279800,43.797787,-79.313347,0
1459,Downtown,714900,43.661793,-79.384506,2
1460,Midtown Toronto,419000,43.703773,-79.399658,0
1461,Downtown,479999,43.652451,-79.388931,0
1462,Midtown Toronto,1080000,43.676369,-79.405739,1
1463,Downtown,334900,43.643486,-79.392303,0
1464,Lambton Baby Point,539900,43.648071,-79.486664,2
1465,Malvern,249990,43.791725,-79.23687,0
1466,Flemingdon Park,299000,43.711529,-79.32289899999998,0
1467,Newtonbrook,1480000,43.788563,-79.426552,1
1468,Morningside,429900,43.78614,-79.211952,0
1469,Woburn,349000,43.773827,-79.250023,0
1470,Morningside,699900,43.788639,-79.207932,2
1471,L'Amoreaux,688000,43.801937,-79.321388,2
1472,Kennedy Park,649900,43.727692,-79.269615,2
1473,York University Heights,239000,43.762249,-79.500114,0
1474,Willowdale,1498000,43.774139,-79.427925,1
1475,Malvern,318000,43.805099,-79.21195999999998,0
1476,Silverthorn,629000,43.690617,-79.46476,2
1477,Downtown,525900,43.660103,-79.385086,0
1478,Downtown,1349000,43.641346,-79.372421,1
1479,Midtown Toronto,789000,43.688499,-79.414642,2
1480,Niagara,449900,43.633461,-79.399681,0
1481,Downtown,385000,43.667915,-79.375679,0
1482,Little Portugal,418000,43.642593,-79.425537,0
1483,Pape Village,699000,43.68848,-79.347557,2
1484,Tam O'Shanter - Sullivan,788000,43.772118,-79.309311,2
1485,Old East York,850000,43.691109,-79.35553,2
1486,Humber Summit,649000,43.753605,-79.569298,2
1487,Milliken,329000,43.822525,-79.276451,0
1488,Eringate - Centennial - West Deane,799000,43.666061,-79.57621800000003,2
1489,Don Mills,868880,43.730297,-79.336617,2
1490,Old East York,539900,43.695007,-79.299088,2
1491,Islington,1250000,43.649994,-79.53022800000002,1
1492,Highland Creek,725000,43.79467,-79.17546800000002,2
1493,Mimico,305000,43.622883,-79.481972,0
1494,Wilson Heights,529900,43.734478,-79.446472,0
1495,O'Connor - Parkview,599000,43.708248,-79.302658,2
1496,Tam O'Shanter,749800,43.785709,-79.293724,2
1497,Hillcrest Village,390000,43.802334,-79.353668,0
1498,Henry Farm,294900,43.774746,-79.336929,0
1499,Bayview Village,529000,43.788269,-79.368301,0
1500,Dorset Park,241900,43.750229,-79.268051,0
1501,Eglinton East,185000,43.740406,-79.237946,0
1502,Downtown,559800,43.669643,-79.380608,2
1503,Mineola,975000,43.564423,-79.586662,2
1504,Mississauga,464900,43.588062,-79.62442,0
1505,Mineola,919000,43.574848,-79.574547,2
1506,Mississauga,749900,43.588081,-79.66081199999998,2
1507,Erin Mills,599000,43.534714,-79.677727,2
1508,Mississauga,999999,43.614944,-79.599983,2
1509,Mississauga,469900,43.612888,-79.61219,0
1510,Mississauga,774900,43.52272,-79.672798,2
1511,Mineola,749900,43.564079,-79.58240500000002,2
1512,Mississauga,699000,43.589046,-79.64411899999998,2
